ID_BCT_O,ID_ANPR,DIRECCION,ESQUINA,COLONIA,SECTOR_UPC,DELEGACION,CLASIFICAC,BOTON,ALTAVOZ,C2,DELE_CV,LONGITUDE,LATITUDE,CXGW,CYGW,FASE,UOBJECTID,UID,UDELEGACIO,USECTOR,UNOMBRE,UREGION
"5286","0",CARRETERA FEDERAL XOCHIMILCO OAXTEPEC,NIÑOS HEROES,PUEBLO SAN PEDRO ACTOPAN,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"495030","2123988",-99.047279000000003,19.209311000000000,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"5287","0",CARRETERA FEDERAL XOCHIMILCO OAXTEPEC (TLAYACAPAN MEXICO SAN LORENZO),COLIMA SUR,BARRIO SAN MARCOS,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"496639","2121097",-99.031968000000006,19.183188000000001,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7421","0",PROL JUSTO SIERRA,MEXICALTZINGO,PUEBLO SAN PEDRO ATOCPAN,MILPA ALTA,MILPA ALTA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"494008","2122956",-99.056995000000001,19.199980000000000,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7422","0",VICENTE GUERRERO,VIOLETA Y AV HIDALGO,PUEBLO SAN PABLO OZTOTEPEC,MILPA ALTA,MILPA ALTA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492506","2121099",-99.071280999999999,19.183191999999998,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7423","0",AV FABIAN FLORES OTE,15 DE SEPTIEMBRE Y CAPULINES,PUEBLO SAN PABLO OZTOTEPEC,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"493151","2121169",-99.065145000000001,19.183830000000000,1.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7424","0",AV YUCATAN SUR,CARRETERA A SAN LORENZO TEZONCO,PUEBLO VILLA MILPA ALTA (BARRIO LA CONCEPCION),MILPA ALTA,MILPA ALTA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497705","2121540",-99.021827000000002,19.187190999999999,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7426","0",AV NIÑOS HEROES,ORIZABA Y LA PRADERA,PUEBLO SAN AGUSTIN OHTENCO,MILPA ALTA,MILPA ALTA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"498466","2122226",-99.014594000000002,19.193394999999999,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7428","0",NIÑOS HEROES,PRIMAVERA Y 5 DE MAYO OTE,PUEBLO SN BARTOLOME XICOMULCO,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492428","2123529",-99.072031999999993,19.205155999999999,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7429","0",TLALANCALCO,EMILIANO ZAPATA,PUEBLO SAN PABLO OZTOTEPEC,MILPA ALTA,MILPA ALTA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492121","2121285",-99.074940999999995,19.184875999999999,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7430","0",GALEANA,AV HIDALGO,PUEBLO SAN PABLO OZTOTEPEC,MILPA ALTA,MILPA ALTA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492406","2121291",-99.072231000000002,19.184926000000001,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7431","0",MICHOACAN OTE,PRIV GUANAJUATO ENTRE YUCATAN NTE Y VERACRUZ NTE,BARRIO SANTA CRUZ,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497785","2122143",-99.021068999999997,19.192643000000000,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"7437","0",AV MORELOS PTE (AV FABIAN FLORES),AV JALAPA Y NIÑOS HEROES,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"490525","2122115",-99.090125999999998,19.192370000000000,6.5K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"12751","0",CAMINO A SANTA CRUZ,ENTRE PROL 2 DE ABRIL Y LA JOYA,SAN BARTOLOME XICOMULCO,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492889","2124605",-99.067650000000000,19.214879000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"13251","0",INDEPENDENCIA,FRANCISCO I MADERO NORTE,PUEBLO SAN BARTOLOME XICOMULCO,MILPA ALTA,MILPA ALTA,EQUIP. E INST. ESTRATEGICAS,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492887","2123648",-99.067666000000003,19.206232000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16343","0",AV NUEVO LEON,CDA TECOXPA,PUEBLO SAN FRANCISCO TECOXPA,MILPA ALTA,MILPA ALTA,EQUIP. E INST. ESTRATEGICAS,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"498868","2122983",-99.010767999999999,19.200232000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16344","0",AV NIÑOS HEROES,AV LAS CRUCES,SAN LORENZO TLACOYUCAN,MILPA ALTA,MILPA ALTA,EQUIP. E INST. ESTRATEGICAS,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"496324","2120250",-99.034963000000005,19.175529999999998,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16345","0",AV NUEVO LEON,AV VERACRUZ,BARRIO SANTA CRUZ,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497874","2122547",-99.020223000000001,19.196290999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16346","0",BLVD NUEVO LEON PONIENTE,TLAXCALA NORTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497065","2122621",-99.027918999999997,19.196959000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16348","0",FRAY PEDRO DE GANTE,LAZARO CARDENAS,PUEBLO SAN ANTONIO TECOMITL,TECOMITL,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"500112","2124165",-98.998934000000006,19.210915000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16349","0",CARR A SAN LORENZO TLACOYUCAN,AV MEXICO SUR,VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497115","2120935",-99.027440999999996,19.181722000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16350","0",AV VERACRUZ SUR,CARR A SANTA ANA,VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497799","2121428",-99.020936000000006,19.186178000000002,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16351","0",BAJA CALIFORNIA,SANTA ANA OTLI,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"498395","2121505",-99.015266999999994,19.186875000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16352","0",CARR A SAN LORENZO,AV PRINCIPAL,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497278","2121377",-99.025891000000001,19.185717000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16353","0",SINALOA SUR,COAHUILA PONIENTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497041","2121533",-99.028146000000007,19.187125999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16354","0",AV JALISCO PTE,ENTRE AV MEXICO NTE Y AV YUCATAN NTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497573","2122062",-99.023086000000006,19.191908000000002,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16355","0",TAMAULIPAS NORTE,TABASCO PONIENTE,BARRIO SANTA CRUZ,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497679","2122257",-99.022077999999993,19.193670000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16356","0",QUINTANA ROO,GUANAJUATO ORIENTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"498175","2121886",-99.017359999999996,19.190318000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16357","0",AV PUEBLA ORIENTE,AV YUCATAN NORTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497776","2122359",-99.021154999999993,19.194592000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16358","0",AV MEXICO,AV PUEBLA ORIENTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497523","2122379",-99.023561999999998,19.194773000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16365","0",MIGUEL HIDALGO,CUAUHTEMOC,BARRIO TULA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"494795","2123329",-99.049514000000002,19.203353000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16370","0",AV FRANCISCO I MADERO NORTE,AV JUAREZ,PUEBLO SAN BARTOLOME XICOMULCO,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 ORIENTE,MILPA ALTA,"492901","2123702",-99.067532999999997,19.206717999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16371","0",INDEPENDENCIA,MIGUEL HIDALGO,PUEBLO SAN BARTOLOME XICOMULCO,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492821","2123674",-99.068293999999995,19.206465000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16380","0",AV MATAMOROS,CUAUHTZIN,PUEBLO SAN PABLO OZTOTEPEC,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492101","2121710",-99.075135000000003,19.188713000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16382","0",CUITLAHUAC,FRAYBARTOLOME DE LAS CASAS,PUEBLO SAN PEDRO ATOCPAN,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"494883","2123421",-99.048676999999998,19.204184999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16383","0",GRAL ANAYA,MOCTEZUMA,BARRIO OCOTITLA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"494604","2122862",-99.051329999999993,19.199131999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16384","0",MOCTEZUMA,VENUSTIANO CARRANZA,PUEBLO SAN PEDRO ATOCPAN,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"494607","2123171",-99.051302000000007,19.201924999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16385","0",AV NIÑOS HEROES,MARIANO ESCOBEDO,PUEBLO SAN PEDRO ATOCPAN,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"494935","2122842",-99.048181000000000,19.198951999999998,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16386","0",MIGUEL HIDALGO,IGNACIO ALDAMA,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"490512","2122223",-99.090252000000007,19.193342000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16387","0",AV MORELOS PTE,GUATEMALA,PUEBLO SN. SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"490349","2122156",-99.091802000000001,19.192736000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16400","0",SAN LUIS POTOSI,CDA SAN LUIS POTOSI,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497331","2121697",-99.025386999999995,19.188609000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16407","0",CONSTITUCION,LAS CRUCES,SAN LORENZO TLACOYUCAN,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"496389","2120371",-99.034345000000002,19.176624000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16408","0",AV TABASCO PONIENTE,AV AGUASCALIENTES NORTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497340","2122278",-99.025302999999994,19.193860000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16409","0",AV GUANAJUATO PONIENTE,AV CHIAPAS SUR,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,INCIDENCIA DELICTIVA,SIN BOTON,SIN ALTAVOZ,C2 ORIENTE,MILPA ALTA,"497402","2121974",-99.024711999999994,19.191112000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16410","0",JOSE MARIA MORELOS,IGNACIO ALLENDE,BARRIO CENTRO,MILPA ALTA,MILPA ALTA,ZONA HABITACIONAL,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492373","2121490",-99.072547000000000,19.186724999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16412","0",VICENTE GUERRERO,MIGUEL HIDALGO,BARRIO TLACPAC,MILPA ALTA,MILPA ALTA,ZONA HABITACIONAL,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492517","2121242",-99.071175999999994,19.184484999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16413","0",FRANCISCO I MADERO,VICENTE GUERRERO,PUEBLO SAN BARTOLOME XICOMULCO,MILPA ALTA,MILPA ALTA,ZONA HABITACIONAL,CON BOTON_OP,CON ALTAVOZ_OPM,C2 ORIENTE,MILPA ALTA,"492966","2123866",-99.066914999999995,19.208200999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16414","0",AGUSTIN DE ITURBIDE,AGUSTIN DE ITURBIDE,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,ZONA HABITACIONAL,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"490139","2121942",-99.093799000000004,19.190801000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16415","0",AV JUAREZ,TEPECUENTECH,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,ZONA HABITACIONAL,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"489945","2122207",-99.095645000000005,19.193194999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16416","0",AV JALAPA,PINO,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,ZONA HABITACIONAL,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"490383","2121743",-99.091476999999998,19.189003000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16418","0",AV FRANCISCO I MADERO NORTE,CAMINO A SAN GREGORIO,PUEBLO SAN BARTOLOME XICOMULCO,MILPA ALTA,MILPA ALTA,ZONA HABITACIONAL,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492979","2124170",-99.066792000000007,19.210947999999998,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16420","0",AV SONORA SUR,COLIMA ORIENTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,ZONA HABITACIONAL,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"497565","2121851",-99.023161999999999,19.190000999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16421","0",BLVD JOSE LOPEZ PORTILLO SUR,MAXULCO,PUEBLO SAN ANTONIO TECOMITL,TECOMITL,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"500022","2123989",-98.999791000000002,19.209323999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16424","0",MIGUEL HIDALGO,TLALOC,BARRIO NUCHTLA,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"495094","2123322",-99.046670000000006,19.203291000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16425","0",AV MORELOS PONIENTE,CAMINO REAL A XOCHIMILCO,BARRIO SAN MIGUEL,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"491862","2121838",-99.077409000000003,19.189868000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16426","0",TLAXCALA NORTE,CDA TEHUACAN,PUEBLO VILLA MILPA ALTA,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"496788","2123124",-99.030555000000007,19.201504000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16429","0",CARR DE ATOCPAN A XICOMULCO,VISTA HERMOSA,SAN PEDRO ATOCPAN,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"494526","2124006",-99.052075000000002,19.209471000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16430","0",CARRIL,METENCO,PUEBLO SANTA CECILIA TEPETLAPA,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"491668","2123850",-99.079262999999997,19.208051000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16431","0",CAMINO AL TLALTENAMIC,ENTRE VICENTE GUERRERO Y PARAJE CHICHILECA,SAN PABLO OZTOTEPEC,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"492836","2119572",-99.068135999999996,19.169392999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16432","0",PROL JALAPA,UBICADO POR GEOREFERENCIA,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"488932","2119888",-99.105267999999995,19.172231000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16434","0",CAMINO DE LA AMISTAD,SIN NOMBRE,SANTA CECILIA TEPETLAPA,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"490765","2124211",-99.087855000000005,19.211310000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16436","0",AV FABIAN FLORES PONIENTE,MONTE ALEGRE,PUEBLO SAN PABLO OZTOTEPEC,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"491721","2121718",-99.078749999999999,19.188783000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16437","0",AV SANTUARIO,EMILIANO ZAPATA,PUEBLO SAN PEDRO ATOCPAN,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"495007","2122697",-99.047495999999995,19.197641999999998,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16438","0",CAMINO REAL A SAN PEDRO,XOLOTOL,PUEBLO SAN PEDRO ATOCPAN,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,N/A,N/A,C2 ORIENTE,MILPA ALTA,"494171","2122457",-99.055447999999998,19.195471000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16439","0",AV JALAPA,CAPULIN,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"490201","2121176",-99.093204999999998,19.183878000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16440","0",PROL IGNACIO ALDAMA,TEPEQUENTECH,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,MILPA ALTA,"489884","2122863",-99.096228999999994,19.199123000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16447","0",AV INSURGENTES,AV LAS CRUCES,PUEBLO SAN LORENZO TLACOYUCAN,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,N/A,N/A,C2 ORIENTE,MILPA ALTA,"496882","2120731",-99.029657000000000,19.179877999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16681","0",AV CUAUHTEMOC,PROL NIÑOS HEROES,SAN PEDRO ATOCPAN,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,N/A,N/A,C2 ORIENTE,MILPA ALTA,"494607","2121490",-99.051297000000005,19.186733000000000,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16685","0",CARR A OAXTEPEC,MERIDA,LA MORA,MILPA ALTA,MILPA ALTA,ZONAS RURALES Y DE CONSERVACION,N/A,N/A,C2 ORIENTE,MILPA ALTA,"496320","2121697",-99.035004000000001,19.188607000000001,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"16701","0",NUEVA CARR A OAXTEPEC,XAXALPA,PUEBLO SAN GREGORIO ATLAPULCO,TEPEPAN,XOCHIMILCO,CONTROL DE TRANSITO,N/A,N/A,C2 ORIENTE,XOCHIMILCO,"494787","2124693",-99.049593999999999,19.215679999999999,7K,"45","45",MILPA ALTA,MIL-01,MILPA ALTA,"11"
"45","0",JUAN PABLO MARTINEZ,CALZ TLAHUAC CHALCO,BARRIO LA MAGDALENA,MIXQUIC,TLAHUAC,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 ORIENTE,TLAHUAC,"499930","2130281",-99.000664999999998,19.266188000000000,6.5K,"48","48",TLAHUAC,TLH-02,MIXQUIC,"11"
"192","0",CARR A SANTA CATARINA,VALLE ALPINO,SELENE 1ERA SECC,MIXQUIC,TLAHUAC,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 ORIENTE,TLAHUAC,"499775","2133434",-99.002145999999996,19.294680000000000,6.5K,"48","48",TLAHUAC,TLH-02,MIXQUIC,"11"
"891","0",SAN RAFAEL ATLIXCO,MAR DEL NECTAR,EL TRIANGULO TLALTENCO,MIXQUIC,TLAHUAC,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,TLAHUAC,"498677","2132162",-99.012591000000000,19.283190000000001,6.5K,"48","48",TLAHUAC,TLH-02,MIXQUIC,"11"
