ID_BCT_O,ID_ANPR,DIRECCION,ESQUINA,COLONIA,SECTOR_UPC,DELEGACION,CLASIFICAC,BOTON,ALTAVOZ,C2,DELE_CV,LONGITUDE,LATITUDE,CXGW,CYGW,FASE,UOBJECTID,UID,UDELEGACIO,USECTOR,UNOMBRE,UREGION
"159","0",AV EJE 3 SUR FC DE RIO FRIO,ORIENTE 229,CH REAL DEL MORAL,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491395","2144144",-99.081947999999997,19.391456999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"162","0",EJE 5 OTE AV JAVIER ROJO GOMEZ,EJE 4 SUR AV CANAL DE TEZONTLE,LEYES DE REFORMA,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492022","2143203",-99.075975999999997,19.382954999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"658","0",10 DE AGOSTO DE 1860,BATALLON DE PASO DE OVEJAS,LEYES DE REFORMA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492551","2142443",-99.070933999999994,19.376087999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"659","0",ESCOBILLERA,EMBARCADERO,LOS PASEOS DE CHURUBUSCO,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,SIN BOTON,SIN ALTAVOZ,C2 ORIENTE,IZTAPALAPA,"491617","2142982",-99.079830000000001,19.380956000000001,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"660","0",IGNACIO COMONFORT,ITURBIDE,BARRIO SAN LUCAS,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"489816","2140615",-99.096967000000006,19.359558000000000,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"661","0",BATALLA DE LA LOMA ALTA,10 DE AGOSTO DE 1860,LEYES DE REFORMA 3a SECC,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492607","2142803",-99.070404999999994,19.379337000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"662","0",PDTE ABELARDO L RODRIGUEZ (LAZARILLO DE TORMES),AV BENITO JUAREZ,PROGRESISTA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"493058","2140361",-99.066100000000006,19.357274000000000,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"664","0",ARTURO MENDEZ,RAFAEL CURIEL,CONSTITUCION DE 1917,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"493053","2139524",-99.066141000000002,19.349710999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"665","0",CTO RIO COLORADO,CTO RIO CARMEN,C H REAL DEL MORAL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491324","2144072",-99.082631000000006,19.390806000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"667","0",ROSARIO CASTELLANOS,VALENTINA TERESHKOVA,U H MARGARITA MAZA DE JUAREZ,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492667","2141835",-99.069827000000004,19.370595000000002,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"668","0",M GONZALEZ,IGNACIO COMONFORT,BARRIO SAN LUCAS,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490072","2140546",-99.094536000000005,19.358930000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"669","0",PROL ALLENDE,PALACIO,BARRIO SAN IGNACIO,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"489940","2141271",-99.095797000000005,19.365486000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"670","0",AV JALISCO,FERNANDO MONTES DE OCA,GUADALUPE DEL MORAL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491982","2141753",-99.076353999999995,19.369851000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"671","0",ALLENDE,CJON ALLENDE,BARRIO SAN JOSE,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490743","2141001",-99.088142000000005,19.363047999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"672","0",PROL ANILLO PERIFERICO,AV REVOLUCION SOCIAL,CONSTITUCION DE 1917,ABASTO REFORMA,IZTAPALAPA,CONTROL DE TRANSITO,N/A,N/A,C2 ORIENTE,IZTAPALAPA,"493788","2139901",-99.059149000000005,19.353117000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"673","0",EJE 6 SUR AV TRABAJADORES SOCIALES,PACHICALCO,BARRIO SAN IGNACIO,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490109","2141421",-99.094187000000005,19.366840000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"674","0",JAVIER MINA,AV HIDALGO,BARRIO SAN MIGUEL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491382","2140279",-99.082060999999996,19.356521999999998,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"675","0",AV PLAZA MAYOR,PLAZA VIZCAINAS,DR ALFONSO ORTIZ TIRADO,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491834","2143630",-99.077771999999996,19.386807000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"676","0",SAN FELIPE DE JESUS,4 DE MARZO 1929,LA PURISIMA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492391","2140077",-99.072445999999999,19.354704000000002,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"677","0",GUERRA DE REFORMA,AV LEYES DE REFORMA,LEYES DE REFORMA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492683","2142589",-99.069676999999999,19.377410999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"679","0",QUETZAL,GREGORIO TORRES QUINTERO Y HIDALGO MONROY,BARRIO SAN MIGUEL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492191","2140191",-99.074353000000002,19.355734000000002,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"681","0",IGNACIO ALLENDE,AV HIDALGO,GUADALUPE DEL MORAL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492414","2141756",-99.072237999999999,19.369882000000000,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"684","0",AV RIO SOTO LA MARINA,CTO RIO MIXTECO,CONJUNTO HAB REAL DEL MORAL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491467","2143467",-99.081266999999997,19.385334000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"687","0",AV CANAL DEL MORAL,ARIEL,SIDERAL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"493218","2142307",-99.064583999999996,19.374860999999999,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"688","0",HOMBRES ILUSTRES,CALZ ERMITA IZTAPALAPA,BARRIO SAN LUCAS,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490093","2140403",-99.094331999999994,19.357638000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"689","0",RIO STA MARIA,EJE 4 SUR SAN RAFAEL ATLIXCO,CH REAL DEL MORAL,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491225","2143915",-99.083566000000005,19.389386999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"690","0",VICTORIA,CDA VICTORIA,BARRIO SAN LUCAS,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490048","2140716",-99.094763000000000,19.360471000000000,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"801","0",EJE 6 SUR (TRABAJADORES SOCIALES),EJE 5 ORIENTE (AV ROJO GOMEZ),PORRAJE TECORRALES,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491559","2141949",-99.080382000000000,19.371617000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"875","0",AYUNTAMIENTO,ALDAMA,BARRIO SAN LUCAS,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490352","2140583",-99.091865999999996,19.359264000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"878","0",PLAZA CANTARITOS,PLAZA TEPOZAN,DR ALFONSO ORTIZ TIRADO,ABASTO REFORMA,IZTAPALAPA,EQUIP. E INST. ESTRATEGICAS,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491619","2143712",-99.079819000000001,19.387554000000002,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1092","0",EJE 5 SUR LEYES DE REFORMA,AV JAVIER ROJO GOMEZ,LEYES DE REFORMA 3a SECCION,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491894","2142751",-99.077195000000003,19.378867000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1129","0",EJE 6 SUR AV TRABAJADORES SOCIALES,CIRCUITO INTERIOR AV RIO CHURUBUSCO,SAN JOSE ACULCO,ABASTO REFORMA,IZTAPALAPA,CONTROL DE TRANSITO,N/A,N/A,C2 ORIENTE,IZTAPALAPA,"489218","2141956",-99.102671999999998,19.371666000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1131","0",PROL ESTRELLA,EJE 6 SUR TRABAJADORES SOCIALES,BARRIO SAN JOSE,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490862","2141409",-99.087012999999999,19.366731000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1534","0",ALDAMA,CUAUHTEMOC,BARRIO SAN PABLO,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490444","2140552",-99.090991000000002,19.358986999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1625","0",EJE 6 SUR AV TRABAJADORES SOCIALES,PALACIO,BARRIO SAN IGNACIO,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490337","2141415",-99.092017999999996,19.366790000000002,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1626","0",CDA COMONFORT,CDA ITURBIDE,BARRIO SAN LUCAS,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"489978","2140648",-99.095429999999993,19.359853000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1628","0",TORRES QUINTERO,AV JAVIER ROJO GOMEZ Y CDA CANAL,BARRIO SAN MIGUEL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491362","2140636",-99.082252999999994,19.359749000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1629","0",EJE 5 OTE AV JAVIER ROJO GOMEZ,AV M HIDALGO,BARRIO SAN MIGUEL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490992","2140457",-99.085768000000002,19.358132000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1631","0",CIRCUITO RIO PIAXTLA,CIRCUITO RIO PIAXTLA,CONJ HAB REAL DEL MORAL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491338","2143958",-99.082492999999999,19.389773000000002,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1632","0",AV FRANCISCO ANDRADE,JOSE N MACIAS,AMPL SAN ANGEL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492855","2139720",-99.068027000000001,19.351481000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1633","0",EMILIO PORTES GIL,UNIVERSIDAD,LA REGADERA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"493224","2139986",-99.064520000000002,19.353883000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1634","0",PLAZA DEL VOLADOR,PLAZA LORETO,DR ALFONSO ORTIZ TIRADO,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491800","2143725",-99.078089000000006,19.387674000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1635","0",AV MICHOACAN,HERMENEGILDO GALEANA,GUADALUPE DEL MORAL,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491599","2141450",-99.079993000000002,19.367111000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1636","0",AYUNTAMIENTO,AZITLI,BARRIO LA ASUNCION,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490476","2141029",-99.090691000000007,19.363295999999998,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1637","0",GUERRA DE REFORMA,BATALLA DE LOMA ALTA,LEYES DE REFORMA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492692","2142697",-99.069597999999999,19.378382999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1638","0",MIGUEL ALEMAN,ALBARRADA,PROGRESISTA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492935","2140850",-99.067276000000007,19.361689999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1639","0",SUR 27,TELECOMUNICACIONES,VICENTINA,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492904","2141236",-99.067569000000006,19.365183999999999,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1688","0",AV FERROCARRIL SAN RAFAEL ATLIXCO,AV GAVILAN,U H ISSSTE NORMA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492176","2140933",-99.074496999999994,19.362438999999998,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1702","0",AV GAVILAN,EJE 5 OTE AV JAVIER ROJO GOMEZ,SAN MIGUEL,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491295","2141137",-99.082892000000001,19.364280999999998,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"1732","0",BATALLA DE SILAO,AV JAVIER ROJO GOMEZ,LEYES DE REFORMA,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491798","2142399",-99.078106000000005,19.375682000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"3615","0",25 DE FEBRERO DE 1861,EJE 4 SUR CANAL DE TEZONTLE,LEYES DE REFORMA,PANTITLAN,IZTACALCO,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 NORTE,IZTACALCO,"493165","2143217",-99.065090999999995,19.383088000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4728","0",CTO FRUTAS Y LEGUMBRES,AV PRINCIPAL,CENTRAL DE ABASTOS,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490026","2142287",-99.094978999999995,19.374669999999998,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4734","0",SAN PEDRO,TIKAL,GUADALUPE DEL MORAL,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491694","2141106",-99.079089999999994,19.363996000000000,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4737","0",PROL ANILLO PERIFERICO,CANDIDO AGUILAR,CONSTITUCION DE 1917,ABASTO REFORMA,IZTAPALAPA,CONTROL DE TRANSITO,N/A,N/A,C2 ORIENTE,IZTAPALAPA,"493695","2139445",-99.060030999999995,19.349001000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4738","0",ITURBIDE,5 DE MAYO,BARRIO SAN LUCAS,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"489891","2140861",-99.096256999999994,19.361782000000002,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4740","0",2 DIONISIO ACOSTA,JOSUE G ESCOBEDO,UH VICENTE GUERRERO,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"493196","2140828",-99.064786999999995,19.361498000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4742","0",ROSARIO CASTELLANOS,AV JALISCO (CALZ TELECOMUNICACIONES),UH MARGARITA MAZA DE JUAREZ,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"492480","2141363",-99.071607000000000,19.366322000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4743","0",ANILLO PERIFERICO,AV TELECOMUNICACIONES,UNID HAB JUAREZ,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OPM,C2 ORIENTE,IZTAPALAPA,"494028","2141338",-99.056865999999999,19.366101000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4744","0",TAMEMES,CAZUELA Y ENCOMENDEROS,LOS PASEOS DE CHURUBUSCO,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,SIN ALTAVOZ,C2 ORIENTE,IZTAPALAPA,"491444","2142967",-99.081479000000002,19.380821999999998,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4745","0",CANAL DEL MORAL,EJE 5 OTE AV JAVIER ROJO GOMEZ,LEYES DE REFORMA,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491750","2142223",-99.078562000000005,19.374091000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4746","0",25 DE SEPTIEMBRE DE 1873,BATALLA DE LOMA ALTA Y BATALL,LEYES DE REFORMA,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"493563","2142692",-99.061296999999996,19.378339000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4747","0",AV CANAL DE TEZONTLE,RIO TUXPAN,PASEOS DE CHURUBUSCO,ABASTO REFORMA,IZTAPALAPA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490809","2143197",-99.087529000000004,19.382892999999999,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4781","0",SUBASTA Y PRODUCTORES,FLORES Y HORTALIZAS,CENTRAL DE ABASTOS,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490889","2142242",-99.086760999999996,19.374258999999999,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4788","0",PUENTE QUEMADO,AV CANAL DEL MORAL,SIDERAL,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"493380","2142335",-99.063040000000001,19.375118000000001,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4814","0",FLORES Y HORTALIZAS,FLORES Y HORTALIZAS,CENTRAL DE ABASTOS,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490498","2142307",-99.090485000000001,19.374853000000002,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4820","0",EJE 5 SUR LEYES DE REFORMA,16 DE MARZO DE 1861,LEYES DE REFORMA,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"493151","2142526",-99.065222000000006,19.376843000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4849","0",CUAUHTEMOC,LERDO DE TEJADA,BARRIO SAN PABLO,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 ORIENTE,IZTAPALAPA,"490498","2140727",-99.090477000000007,19.360574000000000,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4865","0",AZTECAS,5 DE MAYO,BARRIO LA SUNCION,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490238","2140760",-99.092952999999994,19.360870999999999,1.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4883","0",AV CANAL DE TEZONTLE,AV RIO DE LA ANTIGUA,LOS PASEOS DE CHURUBUSCO,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 ORIENTE,IZTAPALAPA,"491203","2143123",-99.083775000000003,19.382231000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4890","0",AV CANAL DE TEZONTLE,PORTAL DE LAS FLORES,LOS PASEOS DE CHURUBUSCO,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"491672","2143104",-99.079308999999995,19.382061000000000,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4902","0",EJE 6 SUR AV TRABAJADORES SOCIALES,HUALQUILA,CENTRAL DE ABASTOS,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"489385","2141665",-99.101083000000003,19.369039000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
"4906","0",POCHTECAS,AV CENTRAL DE ABASTOS,LOS PASEOS DE CHURUBUSCO,ABASTO REFORMA,IZTAPALAPA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 ORIENTE,IZTAPALAPA,"490470","2142989",-99.090755000000001,19.381008000000001,6.5K,"0","0",IZTAPALAPA,IZP-03,ABASTO-REFORMA,"0"
