STV,hora,dia,sector,cantidad
1,00:00-00:59,domingo,ALAMEDA,0.0
10,00:00-00:59,domingo,CENTRO,0.0
10005,00:00-00:59,domingo,ALAMEDA,0.0
10006,00:00-00:59,domingo,CONGRESO,0.0
10007,00:00-00:59,domingo,CENTRO,0.0
10009,00:00-00:59,domingo,CENTRO,0.0
10020,00:00-00:59,domingo,MORELOS,0.0
10032,00:00-00:59,domingo,MORELOS,0.0
10035,00:00-00:59,domingo,ALAMEDA,0.0
10049,00:00-00:59,domingo,ALAMEDA,0.0
10052,00:00-00:59,domingo,MORELOS,0.0
10053,00:00-00:59,domingo,ALAMEDA,0.0
10054,00:00-00:59,domingo,ALAMEDA,0.0
10055,00:00-00:59,domingo,CENTRO,0.0
10103,00:00-00:59,domingo,CENTRO,0.0
10109,00:00-00:59,domingo,ALAMEDA,0.0
10115,00:00-00:59,domingo,ALAMEDA,0.0
10116,00:00-00:59,domingo,CENTRO,0.0
10117,00:00-00:59,domingo,ALAMEDA,0.0
10118,00:00-00:59,domingo,ALAMEDA,0.0
10120,00:00-00:59,domingo,CENTRO,0.0
10121,00:00-00:59,domingo,CENTRO,0.0
10122,00:00-00:59,domingo,ALAMEDA,0.0
10123,00:00-00:59,domingo,ALAMEDA,0.0
10124,00:00-00:59,domingo,ALAMEDA,0.0
10125,00:00-00:59,domingo,ALAMEDA,0.0
10126,00:00-00:59,domingo,CENTRO,0.0
10127,00:00-00:59,domingo,ALAMEDA,0.0
10128,00:00-00:59,domingo,ALAMEDA,0.0
10129,00:00-00:59,domingo,ALAMEDA,0.0
10130,00:00-00:59,domingo,CENTRO,0.0
10132,00:00-00:59,domingo,ALAMEDA,0.0
10133,00:00-00:59,domingo,ALAMEDA,0.0
10135,00:00-00:59,domingo,ALAMEDA,0.0
10136,00:00-00:59,domingo,ALAMEDA,0.0
10137,00:00-00:59,domingo,ALAMEDA,0.0
10142,00:00-00:59,domingo,CENTRO,0.0
10144,00:00-00:59,domingo,ALAMEDA,0.0
10146,00:00-00:59,domingo,CENTRO,0.0
10147,00:00-00:59,domingo,CENTRO,0.03773584902802449
10150,00:00-00:59,domingo,ALAMEDA,0.0
10165,00:00-00:59,domingo,ALAMEDA,0.0
10185,00:00-00:59,domingo,MORELOS,0.0
10210,00:00-00:59,domingo,ALAMEDA,0.0
10222,00:00-00:59,domingo,CENTRO,0.0
10223,00:00-00:59,domingo,MORELOS,0.0
10224,00:00-00:59,domingo,MORELOS,0.0
10225,00:00-00:59,domingo,CENTRO,0.0
10310,00:00-00:59,domingo,ALAMEDA,0.0
10336,00:00-00:59,domingo,CONGRESO,0.0
10416,00:00-00:59,domingo,CONGRESO,0.0
10463,00:00-00:59,domingo,CENTRO,0.0
10464,00:00-00:59,domingo,ALAMEDA,0.0
10465,00:00-00:59,domingo,CENTRO,0.0
10466,00:00-00:59,domingo,ALAMEDA,0.0
10467,00:00-00:59,domingo,CENTRO,0.0
10468,00:00-00:59,domingo,CENTRO,0.0
10469,00:00-00:59,domingo,CENTRO,0.0
10470,00:00-00:59,domingo,ALAMEDA,0.0
10471,00:00-00:59,domingo,CENTRO,0.0
10472,00:00-00:59,domingo,CENTRO,0.0
10473,00:00-00:59,domingo,ALAMEDA,0.0
10475,00:00-00:59,domingo,CONGRESO,0.0
10476,00:00-00:59,domingo,CENTRO,0.0
10477,00:00-00:59,domingo,CENTRO,0.0
10478,00:00-00:59,domingo,CENTRO,0.0
10479,00:00-00:59,domingo,CENTRO,0.0
10480,00:00-00:59,domingo,MORELOS,0.0
10481,00:00-00:59,domingo,CENTRO,0.0
10482,00:00-00:59,domingo,CENTRO,0.0
10483,00:00-00:59,domingo,CENTRO,0.0
10484,00:00-00:59,domingo,CENTRO,0.0
10512,00:00-00:59,domingo,MORELOS,0.0
10531,00:00-00:59,domingo,MORELOS,0.0
10534,00:00-00:59,domingo,MORELOS,0.0
10535,00:00-00:59,domingo,MORELOS,0.0
10536,00:00-00:59,domingo,CENTRO,0.0
10537,00:00-00:59,domingo,MORELOS,0.0
10538,00:00-00:59,domingo,MORELOS,0.0
10539,00:00-00:59,domingo,MORELOS,0.0
10541,00:00-00:59,domingo,MORELOS,0.0
10542,00:00-00:59,domingo,MORELOS,0.0
10543,00:00-00:59,domingo,MORELOS,0.0
10544,00:00-00:59,domingo,MORELOS,0.0
10545,00:00-00:59,domingo,MORELOS,0.0
10546,00:00-00:59,domingo,MORELOS,0.0
10547,00:00-00:59,domingo,MORELOS,0.0
10548,00:00-00:59,domingo,MORELOS,0.0
10549,00:00-00:59,domingo,MORELOS,0.0
10550,00:00-00:59,domingo,MORELOS,0.0
10551,00:00-00:59,domingo,MORELOS,0.0
10552,00:00-00:59,domingo,CENTRO,0.0
10554,00:00-00:59,domingo,MORELOS,0.0
10589,00:00-00:59,domingo,ALAMEDA,0.0
10620,00:00-00:59,domingo,MORELOS,0.0
11,00:00-00:59,domingo,CENTRO,0.0
11782,00:00-00:59,domingo,CONGRESO,0.0
11784,00:00-00:59,domingo,CONGRESO,0.0
11789,00:00-00:59,domingo,CONGRESO,0.0
11790,00:00-00:59,domingo,CENTRO,0.0
11797,00:00-00:59,domingo,CONGRESO,0.0
11801,00:00-00:59,domingo,MORELOS,0.0
11804,00:00-00:59,domingo,CONGRESO,0.0
11809,00:00-00:59,domingo,CONGRESO,0.0
11812,00:00-00:59,domingo,CONGRESO,0.0
11813,00:00-00:59,domingo,CONGRESO,0.0
11814,00:00-00:59,domingo,CONGRESO,0.0
11818,00:00-00:59,domingo,CONGRESO,0.0
11824,00:00-00:59,domingo,CONGRESO,0.0
11833,00:00-00:59,domingo,CONGRESO,0.0
11861,00:00-00:59,domingo,CONGRESO,0.0
11868,00:00-00:59,domingo,CONGRESO,0.0
11870,00:00-00:59,domingo,CONGRESO,0.0
11886,00:00-00:59,domingo,CONGRESO,0.0
11887,00:00-00:59,domingo,CONGRESO,0.0
11889,00:00-00:59,domingo,CONGRESO,0.0
11890,00:00-00:59,domingo,CONGRESO,0.0
11891,00:00-00:59,domingo,CONGRESO,0.0
11898,00:00-00:59,domingo,CONGRESO,0.0
11899,00:00-00:59,domingo,CONGRESO,0.0
11968,00:00-00:59,domingo,CONGRESO,0.0
11969,00:00-00:59,domingo,CONGRESO,0.0
11970,00:00-00:59,domingo,MORELOS,0.0
11975,00:00-00:59,domingo,CONGRESO,0.0
11976,00:00-00:59,domingo,CONGRESO,0.0
11977,00:00-00:59,domingo,CONGRESO,0.0
12028,00:00-00:59,domingo,CONGRESO,0.0
12029,00:00-00:59,domingo,CONGRESO,0.0
12030,00:00-00:59,domingo,CONGRESO,0.0
12031,00:00-00:59,domingo,CONGRESO,0.0
12052,00:00-00:59,domingo,CONGRESO,0.0
12053,00:00-00:59,domingo,CONGRESO,0.0
12080,00:00-00:59,domingo,CONGRESO,0.0
12081,00:00-00:59,domingo,CONGRESO,0.0
12082,00:00-00:59,domingo,CONGRESO,0.0
12083,00:00-00:59,domingo,CONGRESO,0.0
12084,00:00-00:59,domingo,CONGRESO,0.0
12085,00:00-00:59,domingo,CONGRESO,0.0
12086,00:00-00:59,domingo,CENTRO,0.0
12087,00:00-00:59,domingo,CONGRESO,0.0
12088,00:00-00:59,domingo,CONGRESO,0.0
12089,00:00-00:59,domingo,CONGRESO,0.0
12090,00:00-00:59,domingo,CONGRESO,0.0
12091,00:00-00:59,domingo,CONGRESO,0.0
12093,00:00-00:59,domingo,CONGRESO,0.0
12094,00:00-00:59,domingo,CONGRESO,0.0
12095,00:00-00:59,domingo,CONGRESO,0.0
12096,00:00-00:59,domingo,CONGRESO,0.0
12097,00:00-00:59,domingo,CONGRESO,0.0
12098,00:00-00:59,domingo,CONGRESO,0.0
12099,00:00-00:59,domingo,CONGRESO,0.0
12100,00:00-00:59,domingo,CONGRESO,0.0
12120,00:00-00:59,domingo,MORELOS,0.0
12166,00:00-00:59,domingo,CONGRESO,0.0
12232,00:00-00:59,domingo,CONGRESO,0.0
12249,00:00-00:59,domingo,CONGRESO,0.0
12300,00:00-00:59,domingo,CONGRESO,0.0
12301,00:00-00:59,domingo,CONGRESO,0.0
12303,00:00-00:59,domingo,MORELOS,0.0
12305,00:00-00:59,domingo,MORELOS,0.0
12314,00:00-00:59,domingo,CONGRESO,0.0
12315,00:00-00:59,domingo,CONGRESO,0.0
12316,00:00-00:59,domingo,CONGRESO,0.0
12317,00:00-00:59,domingo,CONGRESO,0.0
12318,00:00-00:59,domingo,CONGRESO,0.0
12578,00:00-00:59,domingo,CENTRO,0.0
132,00:00-00:59,domingo,MORELOS,0.0
1320,00:00-00:59,domingo,CENTRO,0.0
1338,00:00-00:59,domingo,CENTRO,0.0
1340,00:00-00:59,domingo,CENTRO,0.0
1344,00:00-00:59,domingo,ALAMEDA,0.0
1345,00:00-00:59,domingo,CENTRO,0.0
1346,00:00-00:59,domingo,ALAMEDA,0.0
1354,00:00-00:59,domingo,ALAMEDA,0.0
136,00:00-00:59,domingo,ALAMEDA,0.0
1361,00:00-00:59,domingo,ALAMEDA,0.0
1363,00:00-00:59,domingo,ALAMEDA,0.0
138,00:00-00:59,domingo,ALAMEDA,0.0
1511,00:00-00:59,domingo,CONGRESO,0.0
1572,00:00-00:59,domingo,CONGRESO,0.0
1573,00:00-00:59,domingo,CONGRESO,0.0
1574,00:00-00:59,domingo,CONGRESO,0.0
1579,00:00-00:59,domingo,CONGRESO,0.0
1580,00:00-00:59,domingo,CONGRESO,0.0
1667,00:00-00:59,domingo,CENTRO,0.0
1671,00:00-00:59,domingo,ALAMEDA,0.0
16948,00:00-00:59,domingo,ALAMEDA,0.0
17101,00:00-00:59,domingo,ALAMEDA,0.0
17102,00:00-00:59,domingo,ALAMEDA,0.0
17290,00:00-00:59,domingo,CONGRESO,0.0
2,00:00-00:59,domingo,ALAMEDA,0.0
218,00:00-00:59,domingo,CONGRESO,0.0
2184,00:00-00:59,domingo,ALAMEDA,0.0
2185,00:00-00:59,domingo,ALAMEDA,0.0
2186,00:00-00:59,domingo,ALAMEDA,0.0
2187,00:00-00:59,domingo,ALAMEDA,0.0
2188,00:00-00:59,domingo,ALAMEDA,0.0
2190,00:00-00:59,domingo,ALAMEDA,0.0
2191,00:00-00:59,domingo,CENTRO,0.0
2194,00:00-00:59,domingo,ALAMEDA,0.0
2195,00:00-00:59,domingo,CENTRO,0.0
2196,00:00-00:59,domingo,ALAMEDA,0.0
2198,00:00-00:59,domingo,ALAMEDA,0.0
2201,00:00-00:59,domingo,ALAMEDA,0.0
2202,00:00-00:59,domingo,ALAMEDA,0.0
2203,00:00-00:59,domingo,ALAMEDA,0.0
2204,00:00-00:59,domingo,CENTRO,0.0
2206,00:00-00:59,domingo,ALAMEDA,0.0
2207,00:00-00:59,domingo,ALAMEDA,0.0
2208,00:00-00:59,domingo,CENTRO,0.0
2211,00:00-00:59,domingo,CENTRO,0.0
2212,00:00-00:59,domingo,ALAMEDA,0.0
2214,00:00-00:59,domingo,ALAMEDA,0.0
2215,00:00-00:59,domingo,ALAMEDA,0.0
2216,00:00-00:59,domingo,ALAMEDA,0.0
2217,00:00-00:59,domingo,ALAMEDA,0.0
2218,00:00-00:59,domingo,ALAMEDA,0.0
2219,00:00-00:59,domingo,ALAMEDA,0.0
2220,00:00-00:59,domingo,ALAMEDA,0.0
2224,00:00-00:59,domingo,MORELOS,0.0
2232,00:00-00:59,domingo,MORELOS,0.0
2243,00:00-00:59,domingo,MORELOS,0.0
2244,00:00-00:59,domingo,MORELOS,0.0
2247,00:00-00:59,domingo,MORELOS,0.0
2252,00:00-00:59,domingo,ALAMEDA,0.0
2255,00:00-00:59,domingo,MORELOS,0.0
2286,00:00-00:59,domingo,CENTRO,0.0
2290,00:00-00:59,domingo,ALAMEDA,0.0
2323,00:00-00:59,domingo,CENTRO,0.0
2324,00:00-00:59,domingo,CENTRO,0.0
2342,00:00-00:59,domingo,ALAMEDA,0.0
2344,00:00-00:59,domingo,ALAMEDA,0.0
2346,00:00-00:59,domingo,CENTRO,0.0
2347,00:00-00:59,domingo,ALAMEDA,0.0
2357,00:00-00:59,domingo,CENTRO,0.0
2358,00:00-00:59,domingo,ALAMEDA,0.0
2366,00:00-00:59,domingo,MORELOS,0.0
2380,00:00-00:59,domingo,ALAMEDA,0.0
2397,00:00-00:59,domingo,ALAMEDA,0.0
2405,00:00-00:59,domingo,CENTRO,0.0
2406,00:00-00:59,domingo,CENTRO,0.0
2407,00:00-00:59,domingo,CENTRO,0.0
2408,00:00-00:59,domingo,CENTRO,0.0
2409,00:00-00:59,domingo,CONGRESO,0.0
2410,00:00-00:59,domingo,CENTRO,0.0
2411,00:00-00:59,domingo,CENTRO,0.0
2412,00:00-00:59,domingo,MORELOS,0.0
2413,00:00-00:59,domingo,CENTRO,0.0
2414,00:00-00:59,domingo,CENTRO,0.0
2415,00:00-00:59,domingo,ALAMEDA,0.0
2416,00:00-00:59,domingo,CENTRO,0.0
2417,00:00-00:59,domingo,CENTRO,0.0
2418,00:00-00:59,domingo,CENTRO,0.0
2419,00:00-00:59,domingo,CENTRO,0.0
2421,00:00-00:59,domingo,CENTRO,0.0
2422,00:00-00:59,domingo,CENTRO,0.0
2423,00:00-00:59,domingo,CENTRO,0.0
2424,00:00-00:59,domingo,CENTRO,0.0
2425,00:00-00:59,domingo,CENTRO,0.0
2426,00:00-00:59,domingo,CENTRO,0.0
2428,00:00-00:59,domingo,CENTRO,0.0
2429,00:00-00:59,domingo,CENTRO,0.0
2430,00:00-00:59,domingo,CENTRO,0.0
2432,00:00-00:59,domingo,CONGRESO,0.0
2433,00:00-00:59,domingo,CENTRO,0.0
2434,00:00-00:59,domingo,CENTRO,0.0
2436,00:00-00:59,domingo,CENTRO,0.03773584902802449
2437,00:00-00:59,domingo,CENTRO,0.0
2438,00:00-00:59,domingo,CENTRO,0.0
2439,00:00-00:59,domingo,CENTRO,0.0
2440,00:00-00:59,domingo,CENTRO,0.0
2441,00:00-00:59,domingo,CENTRO,0.0
2442,00:00-00:59,domingo,CENTRO,0.0
2443,00:00-00:59,domingo,CENTRO,0.0
2444,00:00-00:59,domingo,CONGRESO,0.0
2445,00:00-00:59,domingo,CENTRO,0.0
2446,00:00-00:59,domingo,CENTRO,0.0
2447,00:00-00:59,domingo,CENTRO,0.0
2448,00:00-00:59,domingo,CENTRO,0.0
2449,00:00-00:59,domingo,CENTRO,0.0
2451,00:00-00:59,domingo,CENTRO,0.0
2452,00:00-00:59,domingo,CENTRO,0.0
2454,00:00-00:59,domingo,CENTRO,0.0
2455,00:00-00:59,domingo,CENTRO,0.0
2456,00:00-00:59,domingo,CENTRO,0.0
2457,00:00-00:59,domingo,ALAMEDA,0.0
2460,00:00-00:59,domingo,CENTRO,0.0
2461,00:00-00:59,domingo,CENTRO,0.0
2463,00:00-00:59,domingo,CENTRO,0.0
2464,00:00-00:59,domingo,CENTRO,0.0
2465,00:00-00:59,domingo,CENTRO,0.0
2466,00:00-00:59,domingo,CENTRO,0.0
2467,00:00-00:59,domingo,CENTRO,0.0
2469,00:00-00:59,domingo,CENTRO,0.0
2470,00:00-00:59,domingo,ALAMEDA,0.0
2471,00:00-00:59,domingo,CENTRO,0.0
2472,00:00-00:59,domingo,CENTRO,0.0
2473,00:00-00:59,domingo,CENTRO,0.0
2474,00:00-00:59,domingo,CENTRO,0.0
2475,00:00-00:59,domingo,CENTRO,0.0
2476,00:00-00:59,domingo,CENTRO,0.0
2477,00:00-00:59,domingo,CENTRO,0.0
2478,00:00-00:59,domingo,CENTRO,0.0
2479,00:00-00:59,domingo,MORELOS,0.0
2480,00:00-00:59,domingo,MORELOS,0.0
2481,00:00-00:59,domingo,MORELOS,0.0
2482,00:00-00:59,domingo,CENTRO,0.0
2483,00:00-00:59,domingo,CENTRO,0.0
2484,00:00-00:59,domingo,CENTRO,0.0
2485,00:00-00:59,domingo,CENTRO,0.0
2486,00:00-00:59,domingo,ALAMEDA,0.0
2489,00:00-00:59,domingo,ALAMEDA,0.0
2490,00:00-00:59,domingo,CENTRO,0.0
2491,00:00-00:59,domingo,ALAMEDA,0.0
2492,00:00-00:59,domingo,ALAMEDA,0.0
2493,00:00-00:59,domingo,ALAMEDA,0.0
2494,00:00-00:59,domingo,ALAMEDA,0.0
2495,00:00-00:59,domingo,ALAMEDA,0.0
2496,00:00-00:59,domingo,ALAMEDA,0.0
2497,00:00-00:59,domingo,ALAMEDA,0.0
2498,00:00-00:59,domingo,ALAMEDA,0.0
2501,00:00-00:59,domingo,ALAMEDA,0.0
2502,00:00-00:59,domingo,ALAMEDA,0.0
2503,00:00-00:59,domingo,ALAMEDA,0.0
2504,00:00-00:59,domingo,ALAMEDA,0.0
2505,00:00-00:59,domingo,ALAMEDA,0.0
2506,00:00-00:59,domingo,ALAMEDA,0.0
2507,00:00-00:59,domingo,ALAMEDA,0.0
2508,00:00-00:59,domingo,ALAMEDA,0.0
2510,00:00-00:59,domingo,ALAMEDA,0.0
2511,00:00-00:59,domingo,ALAMEDA,0.0
2512,00:00-00:59,domingo,ALAMEDA,0.0
2513,00:00-00:59,domingo,ALAMEDA,0.0
2514,00:00-00:59,domingo,ALAMEDA,0.0
2515,00:00-00:59,domingo,ALAMEDA,0.0
2516,00:00-00:59,domingo,ALAMEDA,0.0
2517,00:00-00:59,domingo,CENTRO,0.0
2518,00:00-00:59,domingo,ALAMEDA,0.0
2520,00:00-00:59,domingo,ALAMEDA,0.0
2521,00:00-00:59,domingo,CENTRO,0.0
2522,00:00-00:59,domingo,ALAMEDA,0.0
2523,00:00-00:59,domingo,ALAMEDA,0.0
2524,00:00-00:59,domingo,ALAMEDA,0.0
2525,00:00-00:59,domingo,ALAMEDA,0.0
2526,00:00-00:59,domingo,ALAMEDA,0.0
2527,00:00-00:59,domingo,CENTRO,0.0
2528,00:00-00:59,domingo,ALAMEDA,0.0
2529,00:00-00:59,domingo,ALAMEDA,0.0
2530,00:00-00:59,domingo,CENTRO,0.0
2532,00:00-00:59,domingo,ALAMEDA,0.0
2533,00:00-00:59,domingo,ALAMEDA,0.0
2534,00:00-00:59,domingo,ALAMEDA,0.0
2535,00:00-00:59,domingo,ALAMEDA,0.0
2536,00:00-00:59,domingo,CENTRO,0.0
2537,00:00-00:59,domingo,CENTRO,0.0
2538,00:00-00:59,domingo,ALAMEDA,0.0
2539,00:00-00:59,domingo,ALAMEDA,0.0
2541,00:00-00:59,domingo,ALAMEDA,0.0
2542,00:00-00:59,domingo,ALAMEDA,0.0
2543,00:00-00:59,domingo,ALAMEDA,0.0
2544,00:00-00:59,domingo,CENTRO,0.0
2546,00:00-00:59,domingo,MORELOS,0.0
2547,00:00-00:59,domingo,MORELOS,0.0
2548,00:00-00:59,domingo,MORELOS,0.0
2549,00:00-00:59,domingo,MORELOS,0.0
2551,00:00-00:59,domingo,MORELOS,0.0
2552,00:00-00:59,domingo,MORELOS,0.0
2553,00:00-00:59,domingo,MORELOS,0.0
2554,00:00-00:59,domingo,MORELOS,0.0
2555,00:00-00:59,domingo,MORELOS,0.0
2556,00:00-00:59,domingo,MORELOS,0.0
2557,00:00-00:59,domingo,MORELOS,0.0
2558,00:00-00:59,domingo,MORELOS,0.0
2560,00:00-00:59,domingo,MORELOS,0.0
2561,00:00-00:59,domingo,MORELOS,0.0
2562,00:00-00:59,domingo,MORELOS,0.0
2563,00:00-00:59,domingo,MORELOS,0.0
2565,00:00-00:59,domingo,MORELOS,0.0
2566,00:00-00:59,domingo,MORELOS,0.0
2567,00:00-00:59,domingo,MORELOS,0.0
2568,00:00-00:59,domingo,MORELOS,0.0
2569,00:00-00:59,domingo,MORELOS,0.0
2570,00:00-00:59,domingo,MORELOS,0.0
2571,00:00-00:59,domingo,MORELOS,0.0
2572,00:00-00:59,domingo,MORELOS,0.0
3,00:00-00:59,domingo,ALAMEDA,0.0
3753,00:00-00:59,domingo,CENTRO,0.0
3771,00:00-00:59,domingo,CONGRESO,0.0
3778,00:00-00:59,domingo,CONGRESO,0.0
3781,00:00-00:59,domingo,CONGRESO,0.0
3782,00:00-00:59,domingo,CONGRESO,0.0
3784,00:00-00:59,domingo,CONGRESO,0.0
3786,00:00-00:59,domingo,CONGRESO,0.0
3787,00:00-00:59,domingo,CONGRESO,0.0
3872,00:00-00:59,domingo,CONGRESO,0.0
3877,00:00-00:59,domingo,CONGRESO,0.0
3879,00:00-00:59,domingo,CONGRESO,0.0
3881,00:00-00:59,domingo,CONGRESO,0.0
3939,00:00-00:59,domingo,CENTRO,0.0
3941,00:00-00:59,domingo,CONGRESO,0.0
3943,00:00-00:59,domingo,CONGRESO,0.0
3950,00:00-00:59,domingo,CONGRESO,0.0
3969,00:00-00:59,domingo,CONGRESO,0.0
3991,00:00-00:59,domingo,CONGRESO,0.0
4,00:00-00:59,domingo,ALAMEDA,0.0
4008,00:00-00:59,domingo,CONGRESO,0.0
4017,00:00-00:59,domingo,CONGRESO,0.0
4018,00:00-00:59,domingo,CONGRESO,0.0
4019,00:00-00:59,domingo,CONGRESO,0.0
47,00:00-00:59,domingo,ALAMEDA,0.0
48,00:00-00:59,domingo,ALAMEDA,0.0
489,00:00-00:59,domingo,CENTRO,0.0
490,00:00-00:59,domingo,CENTRO,0.0
492,00:00-00:59,domingo,ALAMEDA,0.0
495,00:00-00:59,domingo,ALAMEDA,0.0
496,00:00-00:59,domingo,CENTRO,0.0
5,00:00-00:59,domingo,ALAMEDA,0.0
5343,00:00-00:59,domingo,ALAMEDA,0.0
5436,00:00-00:59,domingo,ALAMEDA,0.0
5439,00:00-00:59,domingo,ALAMEDA,0.0
5444,00:00-00:59,domingo,MORELOS,0.0
5450,00:00-00:59,domingo,MORELOS,0.0
5463,00:00-00:59,domingo,CENTRO,0.0
5933,00:00-00:59,domingo,CENTRO,0.0
5934,00:00-00:59,domingo,CENTRO,0.0
6,00:00-00:59,domingo,ALAMEDA,0.0
6145,00:00-00:59,domingo,CONGRESO,0.0
6192,00:00-00:59,domingo,CENTRO,0.0
6194,00:00-00:59,domingo,CENTRO,0.0
6195,00:00-00:59,domingo,MORELOS,0.0
6196,00:00-00:59,domingo,CENTRO,0.0
6198,00:00-00:59,domingo,CENTRO,0.0
6199,00:00-00:59,domingo,ALAMEDA,0.0
66,00:00-00:59,domingo,ALAMEDA,0.0
6639,00:00-00:59,domingo,CENTRO,0.0
6640,00:00-00:59,domingo,MORELOS,0.0
6650,00:00-00:59,domingo,ALAMEDA,0.0
6656,00:00-00:59,domingo,ALAMEDA,0.0
6657,00:00-00:59,domingo,CENTRO,0.0
6666,00:00-00:59,domingo,MORELOS,0.0
6667,00:00-00:59,domingo,MORELOS,0.0
6669,00:00-00:59,domingo,CENTRO,0.0
6670,00:00-00:59,domingo,CONGRESO,0.0
6673,00:00-00:59,domingo,CENTRO,0.0
6679,00:00-00:59,domingo,CENTRO,0.0
6680,00:00-00:59,domingo,CENTRO,0.0
6681,00:00-00:59,domingo,CENTRO,0.0
6682,00:00-00:59,domingo,MORELOS,0.0
6686,00:00-00:59,domingo,CENTRO,0.0
6691,00:00-00:59,domingo,MORELOS,0.0
6692,00:00-00:59,domingo,CENTRO,0.0
67,00:00-00:59,domingo,ALAMEDA,0.0
6700,00:00-00:59,domingo,CENTRO,0.0
6704,00:00-00:59,domingo,CENTRO,0.0
6705,00:00-00:59,domingo,MORELOS,0.0
6708,00:00-00:59,domingo,CENTRO,0.0
6712,00:00-00:59,domingo,CENTRO,0.0
6716,00:00-00:59,domingo,MORELOS,0.0
6722,00:00-00:59,domingo,CENTRO,0.0
6726,00:00-00:59,domingo,MORELOS,0.0
6736,00:00-00:59,domingo,MORELOS,0.0
6743,00:00-00:59,domingo,CENTRO,0.0
6746,00:00-00:59,domingo,MORELOS,0.0
6747,00:00-00:59,domingo,MORELOS,0.0
6756,00:00-00:59,domingo,CENTRO,0.0
68,00:00-00:59,domingo,ALAMEDA,0.0
7,00:00-00:59,domingo,ALAMEDA,0.0
71151,00:00-00:59,domingo,MORELOS,0.0
71152,00:00-00:59,domingo,MORELOS,0.0
71153,00:00-00:59,domingo,MORELOS,0.0
7584,00:00-00:59,domingo,CONGRESO,0.0
7594,00:00-00:59,domingo,CONGRESO,0.0
7620,00:00-00:59,domingo,CONGRESO,0.0
7647,00:00-00:59,domingo,CONGRESO,0.0
7817,00:00-00:59,domingo,CONGRESO,0.0
7818,00:00-00:59,domingo,ALAMEDA,0.0
7819,00:00-00:59,domingo,ALAMEDA,0.0
7947,00:00-00:59,domingo,CONGRESO,0.0
7976,00:00-00:59,domingo,ALAMEDA,0.0
7978,00:00-00:59,domingo,ALAMEDA,0.0
8069,00:00-00:59,domingo,CENTRO,0.0
9,00:00-00:59,domingo,CENTRO,0.0
9115,00:00-00:59,domingo,CENTRO,0.0
9116,00:00-00:59,domingo,CENTRO,0.0
9117,00:00-00:59,domingo,ALAMEDA,0.0
9118,00:00-00:59,domingo,MORELOS,0.0
9156,00:00-00:59,domingo,ALAMEDA,0.0
9157,00:00-00:59,domingo,CENTRO,0.0
9220,00:00-00:59,domingo,ALAMEDA,0.0
9224,00:00-00:59,domingo,CONGRESO,0.0
9243,00:00-00:59,domingo,CONGRESO,0.0
9251,00:00-00:59,domingo,ALAMEDA,0.0
9258,00:00-00:59,domingo,CONGRESO,0.0
9265,00:00-00:59,domingo,MORELOS,0.0
9272,00:00-00:59,domingo,CONGRESO,0.0
9275,00:00-00:59,domingo,CONGRESO,0.0
9282,00:00-00:59,domingo,CENTRO,0.0
9283,00:00-00:59,domingo,CONGRESO,0.0
93,00:00-00:59,domingo,ALAMEDA,0.0
9303,00:00-00:59,domingo,CENTRO,0.0
94,00:00-00:59,domingo,ALAMEDA,0.0
941,00:00-00:59,domingo,CONGRESO,0.0
944,00:00-00:59,domingo,CONGRESO,0.0
945,00:00-00:59,domingo,CONGRESO,0.0
9505,00:00-00:59,domingo,CONGRESO,0.0
951,00:00-00:59,domingo,MORELOS,0.0
952,00:00-00:59,domingo,MORELOS,0.0
961,00:00-00:59,domingo,MORELOS,0.0
1,01:00-01:59,domingo,ALAMEDA,0.0
10,01:00-01:59,domingo,CENTRO,0.0
10005,01:00-01:59,domingo,ALAMEDA,0.0
10006,01:00-01:59,domingo,CONGRESO,0.0
10007,01:00-01:59,domingo,CENTRO,0.0
10009,01:00-01:59,domingo,CENTRO,0.0
10020,01:00-01:59,domingo,MORELOS,0.0
10032,01:00-01:59,domingo,MORELOS,0.0
10035,01:00-01:59,domingo,ALAMEDA,0.0
10049,01:00-01:59,domingo,ALAMEDA,0.0
10052,01:00-01:59,domingo,MORELOS,0.0
10053,01:00-01:59,domingo,ALAMEDA,0.0
10054,01:00-01:59,domingo,ALAMEDA,0.0
10055,01:00-01:59,domingo,CENTRO,0.0
10103,01:00-01:59,domingo,CENTRO,0.0
10109,01:00-01:59,domingo,ALAMEDA,0.0
10115,01:00-01:59,domingo,ALAMEDA,0.0
10116,01:00-01:59,domingo,CENTRO,0.0
10117,01:00-01:59,domingo,ALAMEDA,0.0
10118,01:00-01:59,domingo,ALAMEDA,0.0
10120,01:00-01:59,domingo,CENTRO,0.0
10121,01:00-01:59,domingo,CENTRO,0.0
10122,01:00-01:59,domingo,ALAMEDA,0.0
10123,01:00-01:59,domingo,ALAMEDA,0.0
10124,01:00-01:59,domingo,ALAMEDA,0.0
10125,01:00-01:59,domingo,ALAMEDA,0.0
10126,01:00-01:59,domingo,CENTRO,0.0
10127,01:00-01:59,domingo,ALAMEDA,0.0
10128,01:00-01:59,domingo,ALAMEDA,0.0
10129,01:00-01:59,domingo,ALAMEDA,0.0
10130,01:00-01:59,domingo,CENTRO,0.0
10132,01:00-01:59,domingo,ALAMEDA,0.0
10133,01:00-01:59,domingo,ALAMEDA,0.0
10135,01:00-01:59,domingo,ALAMEDA,0.0
