Etiquetas,Sector,Consigna,Long,Lat,C01-BANCOS,C05-CENTRALES CAMIONERAS,C06-CENTROS COMERCIALES,C09-CUARTELES DE LA POLICÍA AUXILIAR,C10-CUARTELES PBI,C11-CUARTELES PGJ,C15-HOSPITALES,C16-JUZGADOS CIVILES Y PENALES,C19-METROBUS,C20-MINISTERIOR PUBLICOS,C21-MODULOS SSP,C22-MONUMENTOS HISTORICOS,C23-NOTARIAS,C24-OFICINAS DE GOBIERNO,C26-PLAZAS Y PARQUES,C27-RECLUSORIOS,C30-TESORERIAS,C31-TREN LIGERO,C33-IGLESIAS Y TEMPLOS,C38-MERCADOS PUBLICOS,C42-TROLEBUS,C43-TURIBUS,C44-GUARDERIAS,C45-CENTROS DE SALUD Y CLINICAS,C46-ESTABLECIMIENTOS MERCANTILES,C49-TIENDAS DEPARTAMENTALES,C51-EDIFICIOS,C53-CINES,C57-EVENTOS MASIVOS,C58-CASAS Y CENTROS DE CULTURA,C59-MUSEOS Y TEATROS,C62-OXXO,C67-CENTROS PILARES,C72-ACCESOS METRO,C73-ATRACTIVOS TURISTICOS,C75-FONOTECAS,C76-FOTOTECA,C77-GALERIAS,C78-ZONAS ARQUEOLOGICAS,C81-ESTACIONES DE CABLEBUS,C82-ALCALDIAS,C13-CAM,C13-CPARA EL TRABAJO,C13_PREESC,C13_PRIM,C13_SEC,C13_BACH,C13_SUP
2413,CENTRO,5,-99.130693,19.427972,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1025,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2419,CENTRO,5,-99.138555,19.440805,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,294,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9116,CENTRO,5,-99.135267,19.43965,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,406,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2484,CENTRO,4,-99.137732,19.437344,2,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,350,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6679,CENTRO,4,-99.133715,19.436876,14,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1262,0,0,0,0,1,7,2,0,0,6,0,1,2,0,0,0,0,0,0,1,0,0,1
6708,CENTRO,4,-99.127272,19.431121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,719,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1667,CENTRO,3,-99.133353,19.438544,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,769,0,0,0,1,1,5,1,1,0,4,0,1,1,0,0,0,0,0,1,0,0,0,1
2434,CENTRO,3,-99.128068,19.431215,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,780,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2438,CENTRO,3,-99.125208,19.429192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1544,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,CENTRO,3,-99.127816,19.426732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,CENTRO,3,-99.125649,19.43212,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,811,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2463,CENTRO,3,-99.13538,19.438774,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
2476,CENTRO,3,-99.137448,19.439586,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,334,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2521,CENTRO,3,-99.130495,19.428737,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,646,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
9157,CENTRO,3,-99.137771,19.43823,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,309,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
10468,CENTRO,3,-99.126813,19.435043,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1544,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
10476,CENTRO,3,-99.136705,19.439491,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,418,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
10,CENTRO,2,-99.127634,19.434369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,946,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1
2410,CENTRO,2,-99.124374,19.434661,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,CENTRO,2,-99.137217,19.440836,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,624,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2454,CENTRO,2,-99.125232,19.43485,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2477,CENTRO,2,-99.138895,19.438355,1,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,1,0,1,0,0,1,291,1,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,1,2,0,0
2483,CENTRO,2,-99.127428,19.441942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2544,CENTRO,2,-99.13024,19.43134,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,642,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,CENTRO,2,-99.125624,19.424258,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1481,0,15,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6692,CENTRO,2,-99.131317,19.43926,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
10475,CENTRO,2,-99.123759,19.440241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11,CENTRO,1,-99.129471,19.427922,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1320,CENTRO,1,-99.126099,19.423001,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,801,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,CENTRO,1,-99.129031,19.432524,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,807,0,0,0,0,0,6,1,0,0,3,0,2,0,0,0,0,0,0,0,3,0,1,0
2423,CENTRO,1,-99.134163,19.441766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2426,CENTRO,1,-99.133752,19.439742,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,705,0,0,0,1,1,4,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
2429,CENTRO,1,-99.127349,19.437469,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1260,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2433,CENTRO,1,-99.125144,19.43278,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,CENTRO,1,-99.126834,19.425612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,774,0,11,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2439,CENTRO,1,-99.125407,19.427575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,CENTRO,1,-99.129447,19.428656,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,762,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2447,CENTRO,1,-99.127362,19.430022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,721,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,CENTRO,1,-99.128315,19.430221,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,741,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,CENTRO,1,-99.128579,19.427726,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2452,CENTRO,1,-99.126629,19.424275,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,546,0,15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2461,CENTRO,1,-99.128081,19.424401,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2464,CENTRO,1,-99.135675,19.437544,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,0,0,0,0,1,2,0,0,0,2,0,1,1,0,0,0,0,0,1,2,0,0,0
6198,CENTRO,1,-99.128403,19.440701,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
6657,CENTRO,1,-99.128906,19.433282,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,915,0,0,0,0,1,6,0,0,0,3,0,2,0,0,0,0,0,0,0,2,1,1,0
6686,CENTRO,1,-99.125214,19.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
6700,CENTRO,1,-99.136709,19.440739,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,702,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6712,CENTRO,1,-99.127604,19.44069,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
6722,CENTRO,1,-99.126805,19.434161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9115,CENTRO,1,-99.136191,19.440819,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,969,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9282,CENTRO,1,-99.126989,19.428305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,646,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10116,CENTRO,1,-99.127836,19.42764,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10146,CENTRO,1,-99.125813,19.434854,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10463,CENTRO,1,-99.133964,19.44318,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,569,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10479,CENTRO,1,-99.127063,19.438287,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10481,CENTRO,1,-99.13541,19.440811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,411,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10483,CENTRO,1,-99.126427,19.428346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11824,CENTRO,1,-99.123112,19.440892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,184,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11968,CENTRO,1,-99.123282,19.439618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
12086,CENTRO,1,-99.124853,19.426287,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3160,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ALAMEDA,41,-99.146751,19.433729,27,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,507,1,0,0,1,0,2,4,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2342,ALAMEDA,38,-99.146103,19.433632,19,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,517,2,0,0,1,0,3,4,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1354,ALAMEDA,29,-99.143403,19.429468,15,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,894,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,ALAMEDA,29,-99.142622,19.429189,15,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,1566,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9220,ALAMEDA,28,-99.147603,19.430136,3,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,520,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1344,ALAMEDA,26,-99.146814,19.430279,3,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,621,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
10118,ALAMEDA,21,-99.139333,19.42727,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,421,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
492,ALAMEDA,16,-99.140079,19.427491,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,441,0,0,0,0,0,6,0,0,3,0,0,0,2,0,0,0,0,1,1,1,1,1,0
2214,ALAMEDA,16,-99.143358,19.432929,13,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,628,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,ALAMEDA,15,-99.142696,19.433091,10,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,899,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2201,ALAMEDA,10,-99.140988,19.434097,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,1143,5,0,0,0,1,5,2,0,0,6,0,1,1,0,0,0,0,2,0,0,0,0,0
2186,ALAMEDA,9,-99.141963,19.427942,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,1276,1,0,0,0,0,3,3,0,6,0,0,0,1,0,0,0,0,1,1,1,1,1,0
10127,ALAMEDA,7,-99.141004,19.431896,10,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2021,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2188,ALAMEDA,6,-99.14651,19.431092,3,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,529,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2216,ALAMEDA,6,-99.132353,19.429946,21,0,0,0,0,0,1,0,2,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,532,5,0,0,0,0,4,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2532,ALAMEDA,6,-99.137131,19.427041,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,351,0,0,0,0,2,5,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9156,ALAMEDA,6,-99.139935,19.42892,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1404,0,0,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0
1363,ALAMEDA,5,-99.148547,19.4296,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,369,0,0,0,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
2190,ALAMEDA,5,-99.144144,19.427073,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,472,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2495,ALAMEDA,5,-99.140893,19.434775,13,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,2,0,2,0,0,0,853,3,0,0,0,2,8,0,0,6,8,0,1,3,0,0,0,0,2,0,0,0,0,0
2528,ALAMEDA,5,-99.139115,19.428206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,507,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
10129,ALAMEDA,5,-99.141594,19.431164,7,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2248,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10165,ALAMEDA,5,-99.145585,19.429868,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,525,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,ALAMEDA,4,-99.135482,19.425048,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,392,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2184,ALAMEDA,4,-99.145822,19.429177,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,445,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2513,ALAMEDA,4,-99.132259,19.430697,22,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,465,5,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48,ALAMEDA,3,-99.14514,19.432563,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2196,ALAMEDA,3,-99.13738,19.426382,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,318,0,0,0,0,1,4,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2198,ALAMEDA,3,-99.141546,19.430229,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2496,0,0,0,0,0,2,2,0,4,0,0,0,1,0,0,0,0,0,1,1,1,1,0
2218,ALAMEDA,3,-99.145083,19.433326,11,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,419,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2486,ALAMEDA,3,-99.140178,19.434712,21,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,2,0,1,1,0,0,956,3,0,1,0,2,14,0,0,3,11,0,2,2,0,0,0,0,2,0,0,0,0,1
2524,ALAMEDA,3,-99.141431,19.429479,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2276,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0
2525,ALAMEDA,3,-99.136953,19.428515,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,372,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9251,ALAMEDA,3,-99.149883,19.431578,1,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,205,0,0,0,0,1,4,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0
10122,ALAMEDA,3,-99.130239,19.430404,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,766,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ALAMEDA,2,-99.14188,19.434242,13,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,2,0,0,0,963,5,0,0,0,1,4,2,0,2,3,0,0,2,0,0,0,0,1,0,0,0,0,0
136,ALAMEDA,2,-99.143738,19.436604,10,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,1,0,0,38,0,0,0,1,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,ALAMEDA,2,-99.146969,19.428997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,298,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2187,ALAMEDA,2,-99.149241,19.427349,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,182,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1
2194,ALAMEDA,2,-99.133677,19.429259,9,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1053,3,0,0,0,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1
2206,ALAMEDA,2,-99.146257,19.435775,22,0,1,0,0,0,0,0,4,1,0,19,0,0,1,0,0,0,0,0,1,0,0,0,206,2,0,2,0,1,2,0,0,3,2,0,0,2,0,0,0,0,1,0,0,0,0,0
2219,ALAMEDA,2,-99.14802,19.436071,29,0,1,0,0,0,0,0,3,0,0,13,0,0,1,0,0,0,0,0,2,0,0,0,333,2,0,2,0,1,2,5,0,5,2,0,0,2,0,0,0,0,2,0,0,0,0,1
2380,ALAMEDA,2,-99.142017,19.435154,14,0,1,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,1,0,1,0,0,0,577,4,0,0,0,0,4,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2491,ALAMEDA,2,-99.139076,19.437605,2,0,0,0,0,0,0,0,2,0,0,2,0,3,2,0,0,0,2,0,2,1,0,0,272,1,0,1,0,0,3,3,0,4,2,0,1,2,0,0,0,0,0,0,0,1,0,0
2497,ALAMEDA,2,-99.135596,19.434074,10,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,2134,3,0,0,0,1,7,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
2505,ALAMEDA,2,-99.141234,19.432759,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,1798,6,0,0,0,1,2,2,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0
2514,ALAMEDA,2,-99.133754,19.430153,18,0,0,0,0,0,1,0,2,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,656,6,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1
2526,ALAMEDA,2,-99.133819,19.4284,13,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1124,1,0,0,0,0,3,2,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1
2535,ALAMEDA,2,-99.135265,19.425887,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,483,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7818,ALAMEDA,2,-99.139096,19.436737,6,0,0,0,0,0,0,0,1,0,0,3,0,4,1,0,0,0,1,0,2,1,0,0,273,1,0,1,1,1,11,2,0,8,6,0,2,2,0,0,0,0,0,0,0,0,0,1
9117,ALAMEDA,2,-99.132185,19.431559,13,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0,0,0,0,338,4,0,0,1,0,6,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0
