id,latitud,longitud,sector,tipo,C01-BANCOS,C05-CENTRALES CAMIONERAS,C06-CENTROS COMERCIALES,C09-CUARTELES DE LA POLICÍA AUXILIAR,C10-CUARTELES PBI,C11-CUARTELES PGJ,C13-EDUCACION,C15-HOSPITALES,C16-JUZGADOS CIVILES Y PENALES,C19-METROBUS,C20-MINISTERIOR PUBLICOS,C21-MODULOS SSP,C22-MONUMENTOS HISTORICOS,C23-NOTARIAS,C24-OFICINAS DE GOBIERNO,C26-PLAZAS Y PARQUES,C27-RECLUSORIOS,C30-TESORERIAS,C31-TREN LIGERO,C33-IGLESIAS Y TEMPLOS,C38-MERCADOS PUBLICOS,C42-TROLEBUS,C43-TURIBUS,C44-GUARDERIAS,C45-CENTROS DE SALUD Y CLINICAS,C46-ESTABLECIMIENTOS MERCANTILES,C49-TIENDAS DEPARTAMENTALES,C51-EDIFICIOS,C53-CINES,C57-EVENTOS MASIVOS,C58-CASAS Y CENTROS DE CULTURA,C59-MUSEOS Y TEATROS,C62-OXXO,C67-CENTROS PILARES,C72-ACCESOS METRO,C73-ATRACTIVOS TURISTICOS,C75-FONOTECAS,C76-FOTOTECA,C77-GALERIAS,C78-ZONAS ARQUEOLOGICAS,C81-ESTACIONES DE CABLEBUS,C82-ALCALDIAS
2566,19.444939,-99.132804,MORELOS,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2567,19.450168,-99.125615,MORELOS,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,19.445854,-99.129451,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,19.450942,-99.129941,MORELOS,9m,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2570,19.450762,-99.12834,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,19.452117,-99.129799,MORELOS,9m,2,0,0,0,0,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,149,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2572,19.451939,-99.124959,MORELOS,9m,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3753,19.424258,-99.125624,CONGRESO,9m,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1481,0,15,0,0,0,0,1,0,2,0,0,0,0,0,0,0
3771,19.440203,-99.121225,CONGRESO,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0
3778,19.428082,-99.123931,CONGRESO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3200,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3782,19.42265,-99.123774,CONGRESO,9m,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,806,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3784,19.425038,-99.121862,CONGRESO,9m,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1751,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3786,19.429771,-99.124475,CONGRESO,9m,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,888,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3805,19.42772,-99.110842,CONGRESO,9m,8,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
3872,19.420893,-99.116829,CONGRESO,9m,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,19.427993,-99.121768,CONGRESO,9m,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2363,0,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3879,19.433749,-99.122506,CONGRESO,9m,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3881,19.431724,-99.123829,CONGRESO,9m,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,602,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3941,19.436842,-99.118479,CONGRESO,9m,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,19.430434,-99.119436,CONGRESO,9m,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,32,0,15,0,0,0,1,0,1,4,0,0,0,0,0,0,0
3950,19.430265,-99.115226,CONGRESO,9m,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3969,19.430883,-99.124181,CONGRESO,9m,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,834,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4008,19.426547,-99.121691,CONGRESO,9m,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2712,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4017,19.430487,-99.121427,CONGRESO,9m,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,294,0,48,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4018,19.423889,-99.123518,CONGRESO,9m,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4019,19.435839,-99.118564,CONGRESO,9m,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,19.434922,-99.14979,ALAMEDA,9m,16,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,266,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
5439,19.433143,-99.132598,ALAMEDA,9m,7,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,2,0,0,0,0,0,302,0,0,0,1,1,12,0,0,6,4,0,1,2,0,0,0
5934,19.443353,-99.139004,CENTRO,9m,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,1,2,0,0,0,213,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
6145,19.43618,-99.122127,CONGRESO,9m,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6192,19.438664,-99.140033,CENTRO,9m,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,1,1,3,0,0,1,303,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
6194,19.442477,-99.133031,CENTRO,9m,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,332,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
6195,19.450012,-99.129966,MORELOS,9m,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6196,19.434498,-99.129654,CENTRO,9m,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,724,0,0,0,0,4,13,0,0,0,7,1,3,0,1,0,0
6198,19.440701,-99.128403,CENTRO,9m,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6199,19.429452,-99.150312,ALAMEDA,9m,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0
6639,19.424297,-99.131005,CENTRO,9m,2,0,0,0,0,0,1,1,1,2,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,322,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0
6640,19.443232,-99.12963,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1181,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
6657,19.433282,-99.128906,CENTRO,9m,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,915,0,0,0,0,1,6,0,0,0,3,0,2,0,0,0,0
6666,19.442824,-99.126216,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6669,19.438243,-99.131345,CENTRO,9m,2,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
6670,19.441544,-99.123022,CENTRO,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,170,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
6673,19.435191,-99.127661,CENTRO,9m,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1031,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6679,19.436876,-99.133715,CENTRO,9m,14,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1262,0,0,0,0,1,7,2,0,0,6,0,1,2,0,0,0
6680,19.438981,-99.129065,CENTRO,9m,3,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,838,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6681,19.436046,-99.127509,CENTRO,9m,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1239,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
6682,19.449189,-99.130146,MORELOS,9m,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6686,19.4387,-99.125214,CENTRO,9m,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6691,19.445221,-99.136777,MORELOS,9m,1,0,0,0,0,0,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,373,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
6692,19.43926,-99.131317,CENTRO,9m,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6700,19.440739,-99.136709,CENTRO,9m,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,702,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
6704,19.427387,-99.13301,ALAMEDA,9m,10,0,0,0,0,0,6,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1128,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0
6705,19.445159,-99.135158,MORELOS,9m,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,362,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6708,19.431121,-99.127272,CENTRO,9m,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,719,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6712,19.44069,-99.127604,CENTRO,9m,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6722,19.434161,-99.126805,CENTRO,9m,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6726,19.446194,-99.135052,MORELOS,9m,4,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,74,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
6736,19.448526,-99.131269,MORELOS,9m,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,191,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6743,19.439312,-99.126775,CENTRO,9m,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6746,19.446914,-99.1327,MORELOS,9m,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,107,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6747,19.446036,-99.130434,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6756,19.440091,-99.131194,CENTRO,9m,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7584,19.435238,-99.113312,CONGRESO,9m,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7594,19.431372,-99.12005,CONGRESO,9m,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,127,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7620,19.42196,-99.11648,CONGRESO,9m,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7647,19.436672,-99.11685,CONGRESO,9m,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7817,19.432017,-99.117752,CONGRESO,9m,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7818,19.436737,-99.139096,CENTRO,9m,6,0,0,0,0,0,1,0,0,1,0,0,3,0,4,1,0,0,0,1,0,2,1,0,0,273,1,0,1,1,1,11,2,0,8,6,0,2,2,0,0,0
7819,19.435731,-99.139109,ALAMEDA,9m,18,0,0,0,0,0,1,0,0,0,0,0,3,0,4,1,0,0,0,1,0,1,1,0,0,395,1,0,1,0,1,11,1,0,6,7,0,2,1,0,0,0
7947,19.427277,-99.115777,CONGRESO,9m,11,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7976,19.430823,-99.151443,ALAMEDA,9m,3,0,0,0,0,0,3,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0
7978,19.435856,-99.144981,ALAMEDA,9m,24,0,0,0,0,0,0,0,0,2,1,0,8,0,0,2,0,0,0,1,0,0,2,0,0,141,1,0,1,1,1,4,0,0,0,2,0,0,1,0,0,0
9115,19.440819,-99.136191,CENTRO,9m,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,969,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
9116,19.43965,-99.135267,CENTRO,9m,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,406,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
9117,19.431559,-99.132185,ALAMEDA,9m,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0,0,0,0,338,4,0,0,1,0,6,0,0,5,2,0,0,1,0,0,0
9118,19.445684,-99.128012,MORELOS,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9156,19.42892,-99.139935,ALAMEDA,9m,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1404,0,0,0,0,1,8,0,0,0,0,0,0,2,0,0,0
9157,19.43823,-99.137771,CENTRO,9m,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,309,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0
9220,19.430136,-99.147603,ALAMEDA,9m,3,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,520,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0
9224,19.422258,-99.120282,CONGRESO,9m,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,103,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
9243,19.436655,-99.115526,CONGRESO,9m,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9251,19.431578,-99.149883,ALAMEDA,9m,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,205,0,0,0,0,1,4,1,0,0,1,0,0,4,0,0,0
9265,19.451583,-99.131944,MORELOS,9m,0,0,0,0,0,1,3,0,1,3,1,0,3,0,0,1,0,0,0,0,0,3,0,0,0,132,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9271,19.423917,-99.117755,CONGRESO,9m,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9272,19.437408,-99.110458,CONGRESO,9m,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9275,19.434061,-99.119652,CONGRESO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9282,19.428305,-99.126989,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,646,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9283,19.430774,-99.125114,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,837,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9503,19.43494,-99.111028,CONGRESO,9m,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9505,19.437441,-99.123612,CONGRESO,9m,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10053,19.435573,-99.142932,ALAMEDA,9m,13,0,0,0,0,0,0,0,0,2,0,0,6,1,0,2,0,0,0,2,0,0,2,0,0,194,1,0,0,1,0,5,0,0,3,5,0,0,1,0,0,0
10054,19.435147,-99.144379,ALAMEDA,9m,19,0,0,0,0,0,1,0,0,0,1,0,10,1,0,1,0,0,0,1,0,0,1,0,0,118,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0
10055,19.439367,-99.132799,CENTRO,9m,6,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,756,0,0,0,0,1,5,1,1,0,2,0,1,1,0,0,0
10103,19.423625,-99.131767,CENTRO,9m,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,280,0,8,0,0,0,0,1,1,1,0,0,0,0,0,0,0
10115,19.426767,-99.135227,ALAMEDA,9m,12,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,513,0,0,0,0,2,3,3,0,0,0,0,0,1,0,0,0
10116,19.42764,-99.127836,CENTRO,9m,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10117,19.433681,-99.147465,ALAMEDA,9m,27,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,506,1,0,0,1,0,4,5,0,2,1,0,0,3,0,0,0
10118,19.42727,-99.139333,ALAMEDA,9m,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,421,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0
10120,19.427024,-99.13075,CENTRO,9m,2,0,0,0,0,0,4,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10121,19.429375,-99.129304,CENTRO,9m,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,716,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
10122,19.430404,-99.130239,CENTRO,9m,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,766,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
10123,19.435208,-99.134996,ALAMEDA,9m,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1717,2,0,0,0,1,3,2,0,0,1,0,1,2,0,0,0
10124,19.436637,-99.146134,ALAMEDA,9m,19,0,0,0,0,0,1,0,0,5,0,0,21,0,0,2,0,0,0,1,0,2,0,0,0,168,0,0,2,0,1,3,1,0,7,2,0,0,2,0,0,0
10125,19.436831,-99.140247,ALAMEDA,9m,8,0,0,0,0,0,0,0,0,2,0,0,3,0,3,1,0,0,0,0,0,2,1,0,0,189,0,0,1,0,1,8,2,0,9,4,0,2,2,0,0,0
10126,19.437753,-99.140066,CENTRO,9m,2,0,0,0,0,0,3,0,0,2,0,0,2,0,1,2,0,0,0,1,1,3,1,0,0,298,0,0,1,0,0,3,1,0,8,2,0,1,1,0,0,0
10127,19.431896,-99.141004,ALAMEDA,9m,10,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2021,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0
10128,19.428914,-99.14123,ALAMEDA,9m,2,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1719,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0
10129,19.431164,-99.141594,ALAMEDA,9m,7,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2248,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0
10132,19.433688,-99.138377,ALAMEDA,9m,30,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1192,5,0,0,0,0,3,2,0,0,4,0,0,0,0,0,0
10133,19.432984,-99.148569,ALAMEDA,9m,8,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,384,0,0,0,1,0,4,5,0,2,0,0,0,4,0,0,0
10135,19.432135,-99.136385,ALAMEDA,9m,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1399,5,0,0,0,2,7,2,0,0,1,0,1,3,0,0,0
10136,19.434286,-99.136158,ALAMEDA,9m,17,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,2168,4,0,0,0,1,5,1,0,2,1,0,0,2,0,0,0
10137,19.42451,-99.133292,ALAMEDA,9m,9,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,602,0,7,0,0,0,0,2,0,4,0,0,0,0,1,0,0
10142,19.426835,-99.129674,CENTRO,9m,5,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10144,19.431434,-99.131126,ALAMEDA,9m,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,460,1,0,0,0,0,5,0,0,3,1,0,0,0,0,0,0
10146,19.434854,-99.125813,CENTRO,9m,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10147,19.426005,-99.12794,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
10150,19.431343,-99.1431,ALAMEDA,9m,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,1,1,2,0,0,0,1014,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
10165,19.429868,-99.145585,ALAMEDA,9m,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,525,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10210,19.433335,-99.150475,ALAMEDA,9m,4,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,295,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
10222,19.4312,-99.129173,CENTRO,9m,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10223,19.442779,-99.125609,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10224,19.448219,-99.126052,MORELOS,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
