id,latitud,longitud,sector,tipo,C01-BANCOS,C05-CENTRALES CAMIONERAS,C06-CENTROS COMERCIALES,C09-CUARTELES DE LA POLICÍA AUXILIAR,C10-CUARTELES PBI,C11-CUARTELES PGJ,C13-EDUCACION,C15-HOSPITALES,C16-JUZGADOS CIVILES Y PENALES,C19-METROBUS,C20-MINISTERIOR PUBLICOS,C21-MODULOS SSP,C22-MONUMENTOS HISTORICOS,C23-NOTARIAS,C24-OFICINAS DE GOBIERNO,C26-PLAZAS Y PARQUES,C27-RECLUSORIOS,C30-TESORERIAS,C31-TREN LIGERO,C33-IGLESIAS Y TEMPLOS,C38-MERCADOS PUBLICOS,C42-TROLEBUS,C43-TURIBUS,C44-GUARDERIAS,C45-CENTROS DE SALUD Y CLINICAS,C46-ESTABLECIMIENTOS MERCANTILES,C49-TIENDAS DEPARTAMENTALES,C51-EDIFICIOS,C53-CINES,C57-EVENTOS MASIVOS,C58-CASAS Y CENTROS DE CULTURA,C59-MUSEOS Y TEATROS,C62-OXXO,C67-CENTROS PILARES,C72-ACCESOS METRO,C73-ATRACTIVOS TURISTICOS,C75-FONOTECAS,C76-FOTOTECA,C77-GALERIAS,C78-ZONAS ARQUEOLOGICAS,C81-ESTACIONES DE CABLEBUS,C82-ALCALDIAS
2419,19.440805,-99.138555,CENTRO,9m,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,294,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2421,19.440646,-99.133077,CENTRO,9m,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,435,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
2422,19.440801,-99.131124,CENTRO,9m,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2423,19.441766,-99.134163,CENTRO,9m,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2424,19.442373,-99.13163,CENTRO,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2425,19.440836,-99.137217,CENTRO,9m,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,624,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
2426,19.439742,-99.133752,CENTRO,9m,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,705,0,0,0,1,1,4,1,1,0,1,0,1,1,0,0,0
2428,19.440334,-99.139173,CENTRO,9m,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,2,1,0,1,235,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2429,19.437469,-99.127349,CENTRO,9m,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1260,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2430,19.436539,-99.125566,CENTRO,9m,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,19.436468,-99.124099,CENTRO,9m,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2433,19.43278,-99.125144,CENTRO,9m,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2434,19.431215,-99.128068,CENTRO,9m,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,780,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2436,19.426126,-99.128759,CENTRO,9m,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2437,19.425612,-99.126834,CENTRO,9m,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,774,0,11,0,0,0,1,0,0,2,0,0,0,1,0,0,0
2438,19.429192,-99.125208,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1544,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2439,19.427575,-99.125407,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2440,19.427718,-99.126979,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2441,19.429065,-99.12698,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,669,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2442,19.428656,-99.129447,CENTRO,9m,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,762,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2443,19.429888,-99.125609,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,653,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2444,19.428388,-99.125303,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2445,19.426526,-99.126235,CENTRO,9m,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1332,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2446,19.426732,-99.127816,CENTRO,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2447,19.430022,-99.127362,CENTRO,9m,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,721,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2448,19.430221,-99.128315,CENTRO,9m,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,741,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2449,19.429271,-99.128514,CENTRO,9m,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,733,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2451,19.427726,-99.128579,CENTRO,9m,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2452,19.424275,-99.126629,CENTRO,9m,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,546,0,15,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2454,19.43485,-99.125232,CENTRO,9m,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2455,19.432996,-99.127002,CENTRO,9m,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,876,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
2456,19.438932,-99.128531,CENTRO,9m,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2457,19.437021,-99.145925,ALAMEDA,9m,11,0,0,0,0,0,0,0,0,5,0,0,19,0,0,2,0,0,0,1,0,2,0,0,0,128,0,0,2,0,1,3,0,0,7,2,0,0,2,0,0,0
2459,19.435042,-99.133739,ALAMEDA,9m,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1352,1,0,0,0,2,10,2,0,0,3,0,0,3,0,0,0
2460,19.43212,-99.125649,CENTRO,9m,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,811,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2461,19.424401,-99.128081,CENTRO,9m,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,15,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2463,19.438774,-99.13538,CENTRO,9m,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,1,1,2,1,1,0,1,0,0,1,0,0,0
2464,19.437544,-99.135675,CENTRO,9m,5,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,0,0,0,0,1,2,0,0,0,2,0,1,1,0,0,0
2465,19.439694,-99.125083,CENTRO,9m,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,19.437588,-99.125434,CENTRO,9m,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,19.441691,-99.124827,CENTRO,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,336,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2469,19.441823,-99.130905,CENTRO,9m,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2470,19.434227,-99.137149,ALAMEDA,9m,31,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1787,4,0,0,0,1,6,2,0,4,2,0,0,2,0,0,0
2471,19.443258,-99.132707,CENTRO,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2472,19.442043,-99.138832,CENTRO,9m,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,572,0,0,0,0,0,2,1,0,2,1,0,0,1,0,0,0
2473,19.44208,-99.137174,CENTRO,9m,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1221,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0
2474,19.443182,-99.137899,CENTRO,9m,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,3,1,0,0,0,1371,0,0,0,0,0,1,1,0,6,0,0,0,1,0,0,0
2475,19.437073,-99.124862,CENTRO,9m,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,19.439586,-99.137448,CENTRO,9m,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,334,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2477,19.438355,-99.138895,CENTRO,9m,1,0,0,0,0,0,3,0,0,2,0,0,1,0,1,2,0,0,0,1,0,1,0,0,1,291,1,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0
2478,19.442077,-99.128886,CENTRO,9m,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,19.443861,-99.136938,MORELOS,9m,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1289,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0
2480,19.443717,-99.135327,MORELOS,9m,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1279,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
2481,19.442731,-99.124828,MORELOS,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,274,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2483,19.441942,-99.127428,CENTRO,9m,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,19.437344,-99.137732,ALAMEDA,9m,2,0,0,0,0,0,2,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,350,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0
2485,19.436499,-99.131558,CENTRO,9m,5,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,9,1,0,0,4,0,0,0,1,0,0
2486,19.434712,-99.140178,ALAMEDA,9m,21,0,0,0,0,0,3,0,0,0,0,0,4,0,1,1,0,0,0,2,0,1,1,0,0,956,3,0,1,0,2,14,0,0,3,11,0,2,2,0,0,0
2489,19.436324,-99.136131,ALAMEDA,9m,6,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1401,1,0,0,1,1,2,1,0,4,0,0,1,2,0,0,0
2490,19.435935,-99.133257,CENTRO,9m,16,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1336,1,0,0,0,2,7,2,0,0,5,0,0,2,0,0,0
2491,19.437605,-99.139076,CENTRO,9m,2,0,0,0,0,0,1,0,0,2,0,0,2,0,3,2,0,0,0,2,0,2,1,0,0,272,1,0,1,0,0,3,3,0,4,2,0,1,2,0,0,0
2492,19.435465,-99.136711,ALAMEDA,9m,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1157,2,0,0,1,0,6,1,0,4,1,0,1,0,0,0,0
2493,19.434526,-99.134948,ALAMEDA,9m,14,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1831,3,0,0,0,1,8,1,0,0,3,0,0,3,0,0,0
2494,19.433621,-99.130851,ALAMEDA,9m,6,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,482,0,0,0,0,3,18,0,0,3,8,1,3,1,1,0,0
2495,19.434775,-99.140893,ALAMEDA,9m,13,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,0,0,0,2,0,2,0,0,0,853,3,0,0,0,2,8,0,0,6,8,0,1,3,0,0,0
2496,19.434388,-99.138482,ALAMEDA,9m,27,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1343,3,0,0,0,1,10,1,0,2,6,0,0,0,0,0,0
2497,19.434074,-99.135596,ALAMEDA,9m,10,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,2134,3,0,0,0,1,7,0,0,0,2,0,0,3,0,0,0
2498,19.433724,-99.132347,ALAMEDA,9m,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,2,0,0,1,0,0,353,0,0,0,1,4,18,0,0,4,6,0,2,2,1,0,0
2501,19.433936,-99.139377,ALAMEDA,9m,34,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1411,4,0,0,0,1,6,1,0,0,7,0,0,1,0,0,0
2502,19.433513,-99.137262,ALAMEDA,9m,29,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1560,4,0,0,0,1,7,2,0,0,2,0,0,2,0,0,0
2503,19.433388,-99.135204,ALAMEDA,9m,10,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1719,2,0,0,0,1,7,0,0,0,2,0,0,3,0,0,0
2504,19.431281,-99.136613,ALAMEDA,9m,26,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,660,5,0,1,0,3,5,1,0,0,0,0,1,3,0,0,0
2505,19.432759,-99.141234,ALAMEDA,9m,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,1798,6,0,0,0,1,2,2,0,4,3,0,0,1,0,0,0
2506,19.432499,-99.139529,ALAMEDA,9m,32,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,968,4,0,0,0,1,4,3,0,1,4,0,0,1,0,0,0
2507,19.432499,-99.138576,ALAMEDA,9m,44,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,960,4,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0
2508,19.432238,-99.13728,ALAMEDA,9m,46,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1083,5,0,1,0,2,7,3,0,0,1,0,1,3,0,0,0
2510,19.433813,-99.134071,ALAMEDA,9m,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1555,1,0,0,1,1,6,1,0,2,3,0,0,2,0,0,0
2511,19.432095,-99.13528,ALAMEDA,9m,24,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1222,4,0,0,0,1,8,1,0,0,1,0,1,5,0,0,0
2512,19.433298,-99.134128,ALAMEDA,9m,10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1,0,0,1460,3,0,0,1,0,6,0,0,2,3,0,0,3,0,0,0
2513,19.430697,-99.132259,ALAMEDA,9m,22,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,465,5,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0
2514,19.430153,-99.133754,ALAMEDA,9m,18,0,0,0,0,0,1,1,0,2,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,656,6,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0
2515,19.431084,-99.134545,ALAMEDA,9m,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,778,6,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0
2516,19.430288,-99.134602,ALAMEDA,9m,12,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,637,6,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0
2518,19.430031,-99.139898,ALAMEDA,9m,6,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1928,0,0,0,0,1,6,1,0,1,0,0,0,2,0,0,0
2520,19.430945,-99.138689,ALAMEDA,9m,23,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,726,2,0,1,0,3,4,3,0,0,0,0,0,1,0,0,0
2521,19.428737,-99.130495,CENTRO,9m,15,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,646,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2522,19.429411,-99.134858,ALAMEDA,9m,5,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,611,3,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0
2523,19.42925,-99.13261,ALAMEDA,9m,14,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1078,3,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0
2524,19.429479,-99.141431,ALAMEDA,9m,4,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2276,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0
2525,19.428515,-99.136953,ALAMEDA,9m,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,372,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0
2526,19.4284,-99.133819,ALAMEDA,9m,13,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1124,1,0,0,0,0,3,2,0,0,2,0,0,1,0,0,0
2527,19.428166,-99.132571,CENTRO,9m,11,0,0,0,0,0,6,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1079,2,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0
2528,19.428206,-99.139115,ALAMEDA,9m,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,507,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0
2529,19.427658,-99.135085,ALAMEDA,9m,7,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0
2530,19.425844,-99.131426,CENTRO,9m,3,0,1,0,0,0,3,0,0,2,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,830,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0
2532,19.427041,-99.137131,ALAMEDA,9m,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,351,0,0,0,0,2,5,3,0,2,0,0,0,1,0,0,0
2533,19.426746,-99.134237,ALAMEDA,9m,8,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,668,0,0,0,0,0,1,2,0,3,0,0,0,1,0,0,0
2534,19.426552,-99.139323,ALAMEDA,9m,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,344,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2535,19.425887,-99.135265,ALAMEDA,9m,19,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,483,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0
2537,19.425953,-99.130616,CENTRO,9m,2,0,0,0,0,0,3,0,0,2,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,490,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2538,19.425135,-99.137417,ALAMEDA,9m,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,309,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0
2539,19.424649,-99.134292,ALAMEDA,9m,9,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,640,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0
2541,19.429877,-99.138687,ALAMEDA,9m,6,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,1,0,1,0,3,6,1,0,0,0,0,0,2,0,0,0
2542,19.435371,-99.12969,ALAMEDA,9m,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,562,0,0,0,0,2,8,0,0,0,4,1,2,0,1,0,0
2543,19.433283,-99.12986,CENTRO,9m,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,756,0,0,0,0,3,12,0,0,0,7,1,3,0,0,0,0
2544,19.43134,-99.13024,ALAMEDA,9m,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,642,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2546,19.443679,-99.125696,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2547,19.446722,-99.125322,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2548,19.449543,-99.127225,MORELOS,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,19.449741,-99.128625,MORELOS,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,19.450353,-99.131713,MORELOS,9m,0,0,0,0,0,1,5,0,1,2,1,0,3,0,0,1,0,0,0,0,0,2,0,0,0,222,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2552,19.448988,-99.132312,MORELOS,9m,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,140,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2553,19.447218,-99.130281,MORELOS,9m,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,19.447056,-99.129185,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,19.448113,-99.130272,MORELOS,9m,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,19.448765,-99.128748,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,19.447609,-99.127671,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,19.447834,-99.128929,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,19.44418,-99.132794,MORELOS,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,221,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2561,19.445017,-99.12462,MORELOS,9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,19.442918,-99.127429,CENTRO,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,19.444959,-99.129546,MORELOS,9m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2565,19.443097,-99.130754,CENTRO,9m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1030,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
